tipo,insumo,unidad,precio_bs,bono_bs,factor_depreciacion,precio_usd,fecha_vigencia,archivo,ref_maprex,notas
mano_obra,ARQUITECTO P-7 CIV (14 A 15 AÑOS EXPER.),dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS013,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO HIDRAULICO P-7 CIV (14 A 15 AÑOS,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS014,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,PROFESIONAL CIV P-9  (19 A 20 AÑOS EXPER.),dia,56458.10,0.00,,89.1400,2026-07-01,mano_de_obra.pdf,DIS015,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,PROFESIONAL CIV P-9A  (24 A 25 AÑOS EXPER.),dia,66110.58,0.00,,104.3800,2026-07-01,mano_de_obra.pdf,DIS016,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,PROFESIONAL CIV P-7  (13  A 14 AÑOS EXPER.),dia,45013.21,0.00,,71.0700,2026-07-01,mano_de_obra.pdf,DIS017,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO P-1 CIV (0 A 1 AÑO EXPER.),dia,20058.65,0.00,,31.6700,2026-07-01,mano_de_obra.pdf,DIS018,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO P-5 CIV ANALISTA DIAGNOSTICO,dia,39224.26,0.00,,61.9300,2026-07-01,mano_de_obra.pdf,DIS019,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO P-10 CIV (MAS DE 30 AÑOS),dia,77549.14,0.00,,122.4400,2026-07-01,mano_de_obra.pdf,DIS020,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO P-7 CIV (14 A 15 AÑOS DE EXPER.),dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS021,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,ARQUITECTO P-3 CIV (6 A 7 AÑOS DE EXPER.),dia,31497.21,0.00,,49.7300,2026-07-01,mano_de_obra.pdf,DIS022,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO GEOLOGO P-7 CIV,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS023,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO DE SUELOS P-7 CIV,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS024,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO P-5 CIV ANALISTA TELECOMUNICACIO,dia,39224.26,0.00,,61.9300,2026-07-01,mano_de_obra.pdf,DIS025,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,ARQUITECTO P-10 CIV (MAS DE 30 AÑOS),dia,77549.14,0.00,,122.4400,2026-07-01,mano_de_obra.pdf,DIS026,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO DE COSTOS P-7 CIV (14 A 15 AÑOS E,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS027,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO MECANICO P-5 CIV (10 A 11 AÑOS EX,dia,39224.26,0.00,,61.9300,2026-07-01,mano_de_obra.pdf,DIS028,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO P-8 CIV (16 A 17 AÑOS EXPERIENCIA,dia,50662.82,0.00,,79.9900,2026-07-01,mano_de_obra.pdf,DIS029,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO P-9 CIV (19 A 20 AÑOS EXPERIENCIA,dia,56458.10,0.00,,89.1400,2026-07-01,mano_de_obra.pdf,DIS030,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO CIVIL P-6 CIV (11 A 12 AÑOS DE EXP,dia,41149.69,0.00,,64.9700,2026-07-01,mano_de_obra.pdf,DIS031,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO P-4 CIV (7 A 8 AÑOS DE EXPERIENCIA,dia,33428.97,0.00,,52.7800,2026-07-01,mano_de_obra.pdf,DIS032,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO P-2 CIV (4 A 5 AÑOS DE EXPERIENCIA,dia,27665.36,0.00,,43.6800,2026-07-01,mano_de_obra.pdf,DIS033,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO P-3 CIV (6 A 7 AÑOS DE EXPERIENCIA,dia,31497.21,0.00,,49.7300,2026-07-01,mano_de_obra.pdf,DIS034,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,ARQUITECTO P-4 CIV (7 A 8 AÑOS DE EXPER.),dia,33428.97,0.00,,52.7800,2026-07-01,mano_de_obra.pdf,DIS035,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,GERENTE DE PROYECTOS C/CERTIFICACION,dia,107671.95,0.00,,170.0000,2026-07-01,mano_de_obra.pdf,DIS036,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO DE MANTENIMIENTO P-7 CIV 14-15 A,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS038,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,PROFESIONAL CIV ESTIMADOR COSTOS P-10 (+3,dia,77549.14,0.00,,122.4400,2026-07-01,mano_de_obra.pdf,DIS039,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO PLANIFICADOR P-4 CIV (7 A 8 AÑOS,dia,33428.97,0.00,,52.7800,2026-07-01,mano_de_obra.pdf,DIS040,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO DE COSTOS P-9 CIV (19-20 AÑOS EXP,dia,56458.10,0.00,,89.1400,2026-07-01,mano_de_obra.pdf,DIS041,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO COMPUTISTA P-9 CIV (19-20 AÑOS EX,dia,56458.10,0.00,,89.1400,2026-07-01,mano_de_obra.pdf,DIS042,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,PLANIFICADOR DE CONTRATACIONES CERTIFICA,dia,107671.95,0.00,,170.0000,2026-07-01,mano_de_obra.pdf,DIS043,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO DE PLANTA P-6 CIV (11 A 12 AÑOS D,dia,41149.69,0.00,,64.9700,2026-07-01,mano_de_obra.pdf,DIS044,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones); descripcion truncada en el PDF (ancho fijo de columna de MaPreX)"
mano_obra,INGENIERO AMBIENTAL P-7,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,DIS054,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
mano_obra,INGENIERO DE SUELOS CIV P-7,dia,46944.97,0.00,,74.1200,2026-07-01,mano_de_obra.pdf,LAB006,"tabulador CIV 01/07/2026, escalafon P-1..P-10 (incluye ingeniero computista y analista de telecomunicaciones)"
